"True_positive_rate","False_positive_rate","Cutoff","Area_under_the_ROC_curve","model"
0,0,Inf,0.731293813799039,"contrast"
0,0.000578034682080925,0.136881731990388,0.731293813799039,"contrast"
0.00709219858156028,0.00115606936416185,0.123990766061224,0.731293813799039,"contrast"
0.00709219858156028,0.00173410404624277,0.109236750409652,0.731293813799039,"contrast"
0.0141843971631206,0.00173410404624277,0.109190496491607,0.731293813799039,"contrast"
0.0212765957446809,0.00173410404624277,0.101253826945221,0.731293813799039,"contrast"
0.0283687943262411,0.00173410404624277,0.0956059790060418,0.731293813799039,"contrast"
0.0354609929078014,0.00173410404624277,0.0912177652801788,0.731293813799039,"contrast"
0.0354609929078014,0.0023121387283237,0.0868952172722531,0.731293813799039,"contrast"
0.0354609929078014,0.00289017341040462,0.0858519930162814,0.731293813799039,"contrast"
0.0425531914893617,0.00289017341040462,0.0854441434340398,0.731293813799039,"contrast"
0.0425531914893617,0.00346820809248555,0.0811073724158104,0.731293813799039,"contrast"
0.049645390070922,0.00346820809248555,0.0802071809367407,0.731293813799039,"contrast"
0.0567375886524823,0.00346820809248555,0.0760822459753973,0.731293813799039,"contrast"
0.0638297872340425,0.00346820809248555,0.0747431453980871,0.731293813799039,"contrast"
0.0709219858156028,0.00346820809248555,0.0746539817716104,0.731293813799039,"contrast"
0.0709219858156028,0.00404624277456647,0.0734071643892122,0.731293813799039,"contrast"
0.0780141843971631,0.00404624277456647,0.0697722701747952,0.731293813799039,"contrast"
0.0780141843971631,0.0046242774566474,0.0689337190327778,0.731293813799039,"contrast"
0.0780141843971631,0.00520231213872832,0.068889624556057,0.731293813799039,"contrast"
0.0851063829787234,0.00520231213872832,0.0676126465064675,0.731293813799039,"contrast"
0.0851063829787234,0.00578034682080925,0.0672170452563602,0.731293813799039,"contrast"
0.0851063829787234,0.00635838150289017,0.0670852531818803,0.731293813799039,"contrast"
0.0851063829787234,0.0069364161849711,0.0669974127383876,0.731293813799039,"contrast"
0.0851063829787234,0.00751445086705202,0.0669534988118588,0.731293813799039,"contrast"
0.0851063829787234,0.00809248554913295,0.0657694261417079,0.731293813799039,"contrast"
0.0851063829787234,0.00867052023121387,0.0652004359746027,0.731293813799039,"contrast"
0.0921985815602837,0.00867052023121387,0.0638902264422933,0.731293813799039,"contrast"
0.0921985815602837,0.0092485549132948,0.0628884831635087,0.731293813799039,"contrast"
0.0921985815602837,0.00982658959537572,0.0627580004476766,0.731293813799039,"contrast"
0.0921985815602837,0.0104046242774566,0.062410251383958,0.731293813799039,"contrast"
0.0921985815602837,0.0109826589595376,0.0608058524041888,0.731293813799039,"contrast"
0.0921985815602837,0.0115606936416185,0.0604598229277502,0.731293813799039,"contrast"
0.0921985815602837,0.0121387283236994,0.0603733645363301,0.731293813799039,"contrast"
0.099290780141844,0.0121387283236994,0.0603301427148379,0.731293813799039,"contrast"
0.099290780141844,0.0127167630057803,0.0598981960874217,0.731293813799039,"contrast"
0.106382978723404,0.0127167630057803,0.0593805170636637,0.731293813799039,"contrast"
0.106382978723404,0.0132947976878613,0.0593374097471062,0.731293813799039,"contrast"
0.113475177304965,0.0132947976878613,0.059208118055187,0.731293813799039,"contrast"
0.113475177304965,0.0138728323699422,0.0591219488599884,0.731293813799039,"contrast"
0.113475177304965,0.0144508670520231,0.058992733069073,0.731293813799039,"contrast"
0.113475177304965,0.015028901734104,0.0589066146031175,0.731293813799039,"contrast"
0.113475177304965,0.015606936416185,0.0588205165010274,0.731293813799039,"contrast"
0.113475177304965,0.0161849710982659,0.0585193341066118,0.731293813799039,"contrast"
0.113475177304965,0.0167630057803468,0.0584763285591406,0.731293813799039,"contrast"
0.113475177304965,0.0173410404624277,0.0584333281544796,0.731293813799039,"contrast"
0.120567375886525,0.0173410404624277,0.0582184034557557,0.731293813799039,"contrast"
0.120567375886525,0.0179190751445087,0.0581324697585453,0.731293813799039,"contrast"
0.127659574468085,0.0179190751445087,0.0580465567997147,0.731293813799039,"contrast"
0.127659574468085,0.0184971098265896,0.0579606646212199,0.731293813799039,"contrast"
0.127659574468085,0.0190751445086705,0.0578747932650862,0.731293813799039,"contrast"
0.127659574468085,0.0196531791907514,0.0577460253649146,0.731293813799039,"contrast"
0.127659574468085,0.0202312138728324,0.057274280343037,0.731293813799039,"contrast"
0.127659574468085,0.0208092485549133,0.0571457334078426,0.731293813799039,"contrast"
0.127659574468085,0.0213872832369942,0.0569315947126511,0.731293813799039,"contrast"
0.127659574468085,0.0225433526011561,0.0568887829512827,0.731293813799039,"contrast"
0.134751773049645,0.0225433526011561,0.0568459765283138,0.731293813799039,"contrast"
0.134751773049645,0.023121387283237,0.0568031754491145,0.731293813799039,"contrast"
0.134751773049645,0.0236994219653179,0.056674804327903,0.731293813799039,"contrast"
0.134751773049645,0.0242774566473988,0.0566320246775735,0.731293813799039,"contrast"
0.134751773049645,0.0248554913294798,0.0564609598371297,0.731293813799039,"contrast"
0.134751773049645,0.0260115606936416,0.0564182070942574,0.731293813799039,"contrast"
0.141843971631206,0.0265895953757225,0.0563754597491045,0.731293813799039,"contrast"
0.141843971631206,0.0277456647398844,0.0562899812736409,0.731293813799039,"contrast"
0.141843971631206,0.0283236994219653,0.0562045244541535,0.731293813799039,"contrast"
0.141843971631206,0.0289017341040462,0.0560763799250262,0.731293813799039,"contrast"
0.141843971631206,0.0294797687861272,0.0560336759571299,0.731293813799039,"contrast"
0.141843971631206,0.0300578034682081,0.0558202379268942,0.731293813799039,"contrast"
0.141843971631206,0.030635838150289,0.0557349009945848,0.731293813799039,"contrast"
