"subject","baseline","instruction","threshold","phs","phs_01","TCF"
127,44,"detect",30.4066666666667,0,0,0.271866666666666
128,44,"detect",29.5433333333333,0,0,0.289133333333334
129,44,"detect",27.39,0,0,0.3322
130,44,"detect",28.8633333333333,0,0,0.302733333333334
131,44,"detect",26.55,0,0,0.349
132,44,"detect",30.1633333333333,0,0,0.276733333333334
133,44,"detect",28.67,0,0,0.3066
134,44,"detect",25.85,0,0,0.363
135,44,"detect",29.4733333333333,0,0,0.290533333333334
136,44,"detect",29.7933333333333,0,0,0.284133333333334
137,44,"detect",28.47,0,0,0.3106
138,44,"detect",30.2733333333333,0,0,0.274533333333334
139,44,"detect",30.2733333333333,0,0,0.274533333333334
140,44,"detect",26.7,0,0,0.346
141,44,"detect",28.8533333333333,0,0,0.302933333333334
142,44,"detect",30.3033333333333,0,0,0.273933333333334
143,44,"detect",29.0866666666667,0,0,0.298266666666666
144,44,"detect",27.9933333333333,0,0,0.320133333333334
145,44,"detect",29.2966666666667,0,0,0.294066666666666
146,44,"detect",29.2566666666667,0,0,0.294866666666666
147,44,"detect",28.24,0,0,0.3152
148,44,"detect",30.0433333333333,0,0,0.279133333333334
149,44,"detect",28.51,0,0,0.3098
150,44,"detect",30.2233333333333,0,0,0.275533333333334
151,44,"detect",28.6633333333333,2,1,0.306733333333334
152,44,"detect",31.1866666666667,0,0,0.256266666666666
153,44,"detect",30.81,0,0,0.2638
154,44,"detect",28.9766666666667,0,0,0.300466666666666
155,44,"detect",29.8566666666667,0,0,0.282866666666666
156,44,"detect",29.2933333333333,0,0,0.294133333333334
157,44,"detect",29.62,0,0,0.2876
158,44,"detect",30.1933333333333,1,1,0.276133333333334
159,44,"detect",29.2333333333333,1,1,0.295333333333334
160,44,"detect",30.2966666666667,1,1,0.274066666666666
161,44,"detect",29.95,0,0,0.281
162,44,"detect",29.42,0,0,0.2916
163,44,"detect",30.5133333333333,0,0,0.269733333333334
164,44,"detect",29.5866666666667,0,0,0.288266666666666
165,44,"detect",29.4833333333333,2,1,0.290333333333334
166,44,"detect",27.99,0,0,0.3202
167,44,"detect",30.17,3,1,0.2766
168,44,"detect",30.1833333333333,0,0,0.276333333333334
169,44,"detect",30.7433333333333,0,0,0.265133333333334
170,44,"detect",29.62,1,1,0.2876
171,44,"detect",29.9533333333333,0,0,0.280933333333334
172,44,"detect",29.4366666666667,0,0,0.291266666666666
173,44,"detect",30.39,0,0,0.2722
174,44,"detect",29.2066666666667,0,0,0.295866666666666
175,44,"detect",30.6066666666667,0,0,0.267866666666666
176,44,"detect",23.9433333333333,3,1,0.401133333333334
177,44,"detect",27.65,0,0,0.327
178,44,"detect",28.3,1,1,0.314
179,44,"detect",29.45,0,0,0.291
180,44,"detect",29.74,0,0,0.2852
181,44,"detect",26.9666666666667,1,1,0.340666666666666
182,44,"detect",28.27,3,1,0.3146
183,44,"detect",26.44,0,0,0.3512
184,44,"detect",18.6133333333333,2,1,0.507733333333334
185,44,"detect",28.0766666666667,1,1,0.318466666666666
186,44,"detect",29.4133333333333,0,0,0.291733333333334
187,44,"detect",27.18,0,0,0.3364
188,44,"detect",27.78,1,1,0.3244
189,44,"detect",30.3466666666667,0,0,0.273066666666666
190,44,"detect",28.77,0,0,0.3046
191,44,"detect",25.69,0,0,0.3662
192,44,"detect",29.5133333333333,0,0,0.289733333333334
193,44,"detect",29.1366666666667,0,0,0.297266666666666
194,44,"detect",25.9733333333333,0,0,0.360533333333334
195,44,"detect",29.39,0,0,0.2922
196,44,"detect",29.37,0,0,0.2926
197,44,"detect",28.9766666666667,1,1,0.300466666666666
198,44,"detect",29.73,0,0,0.2854
199,44,"detect",29.78,0,0,0.2844
200,44,"detect",28.7466666666667,2,1,0.305066666666666
201,44,"detect",30.49,0,0,0.2702
202,44,"detect",29.87,0,0,0.2826
203,44,"detect",30.0933333333333,1,1,0.278133333333334
204,44,"detect",29.6133333333333,0,0,0.287733333333334
205,44,"detect",29.16,0,0,0.2968
206,44,"detect",28.78,0,0,0.3044
207,44,"detect",30.1866666666667,0,0,0.276266666666666
208,44,"detect",29.9966666666667,0,0,0.280066666666666
1,32,"pain",0.0933333333333333,0,0,0.638133333333333
2,32,"pain",10.32,0,0,0.4336
3,32,"pain",2.04,0,0,0.5992
4,32,"pain",-0.0133333333333333,0,0,0.640266666666667
5,32,"pain",13.21,0,0,0.3758
6,32,"pain",5.18333333333333,0,0,0.536333333333333
7,32,"pain",0.116666666666667,0,0,0.637666666666667
8,32,"pain",0.05,0,0,0.639
9,32,"pain",26.65,0,0,0.107
10,32,"pain",20.0833333333333,0,0,0.238333333333334
11,32,"pain",21.2433333333333,0,0,0.215133333333334
12,32,"pain",20.7166666666667,1,1,0.225666666666666
13,32,"pain",25.7133333333333,0,0,0.125733333333334
14,32,"pain",24.0233333333333,0,0,0.159533333333334
15,32,"pain",13.12,1,1,0.3776
16,32,"pain",20.7233333333333,0,0,0.225533333333334
17,32,"pain",0.633333333333333,0,0,0.627333333333333
18,32,"pain",0.376666666666667,0,0,0.632466666666667
19,32,"pain",24.8633333333333,0,0,0.142733333333334
20,32,"pain",2.94,0,0,0.5812
21,32,"pain",5.88333333333333,0,0,0.522333333333333
22,32,"pain",16.61,0,0,0.3078
23,32,"pain",0.253333333333333,1,1,0.634933333333333
24,32,"pain",18.5966666666667,0,0,0.268066666666666
25,32,"pain",17.9033333333333,1,1,0.281933333333334
26,32,"pain",22.5266666666667,0,0,0.189466666666666
27,32,"pain",26.11,0,0,0.1178
28,32,"pain",10.01,0,0,0.4398
29,32,"pain",4.54333333333333,0,0,0.549133333333333
30,32,"pain",26.0466666666667,0,0,0.119066666666666
31,32,"pain",14.7233333333333,0,0,0.345533333333334
32,32,"pain",16.47,0,0,0.3106
33,32,"pain",7.60333333333333,0,0,0.487933333333333
34,32,"pain",18.2633333333333,1,1,0.274733333333334
35,32,"pain",24.1033333333333,1,1,0.157933333333334
36,32,"pain",18.91,0,0,0.2618
37,32,"pain",0.506666666666667,0,0,0.629866666666667
38,32,"pain",20.8766666666667,0,0,0.222466666666666
39,32,"pain",22.5033333333333,0,0,0.189933333333334
40,32,"pain",8.23666666666667,0,0,0.475266666666667
41,32,"pain",2.00666666666667,0,0,0.599866666666667
42,32,"pain",9.19,0,0,0.4562
43,32,"pain",17.0633333333333,0,0,0.298733333333334
44,32,"pain",12.2466666666667,0,0,0.395066666666666
45,32,"pain",23.4133333333333,0,0,0.171733333333334
46,32,"pain",22.6033333333333,0,0,0.187933333333334
47,32,"pain",2.41333333333333,0,0,0.591733333333333
48,32,"pain",0.0466666666666667,0,0,0.639066666666667
49,32,"pain",13.81,0,0,0.3638
50,32,"pain",-0.00666666666666667,0,0,0.640133333333333
51,32,"pain",0.0566666666666667,0,0,0.638866666666667
52,32,"pain",22.2433333333333,0,0,0.195133333333334
53,32,"pain",15.2133333333333,0,0,0.335733333333334
54,32,"pain",4.85333333333333,0,0,0.542933333333333
55,32,"pain",0.963333333333333,0,0,0.620733333333333
56,32,"pain",23.7566666666667,1,1,0.164866666666666
57,32,"pain",3.18666666666667,0,0,0.576266666666667
58,32,"pain",18.7266666666667,0,0,0.265466666666666
59,32,"pain",2.64,0,0,0.5872
60,32,"pain",0.826666666666667,0,0,0.623466666666667
61,32,"pain",10.5333333333333,0,0,0.429333333333334
62,32,"pain",18.3433333333333,0,0,0.273133333333334
63,32,"pain",0.133333333333333,0,0,0.637333333333333
64,32,"pain",0.903333333333333,0,0,0.621933333333333
65,32,"pain",23.8966666666667,0,0,0.162066666666666
66,32,"pain",24.5533333333333,0,0,0.148933333333334
67,32,"pain",2.72666666666667,0,0,0.585466666666667
68,32,"pain",10.42,1,1,0.4316
69,32,"pain",4.16333333333333,0,0,0.556733333333333
70,32,"pain",5.62,0,0,0.5276
71,32,"pain",22.5633333333333,0,0,0.188733333333334
72,32,"pain",8.59333333333333,0,0,0.468133333333333
73,32,"pain",10.94,1,1,0.4212
74,32,"pain",25.65,0,0,0.127
75,32,"pain",15.4733333333333,0,0,0.330533333333334
76,32,"pain",10.3133333333333,1,1,0.433733333333334
77,32,"pain",3.92,0,0,0.5616
78,32,"pain",16.1033333333333,0,0,0.317933333333334
79,32,"pain",11.55,0,0,0.409
80,32,"pain",20.9366666666667,0,0,0.221266666666666
81,32,"pain",19.1233333333333,0,0,0.257533333333334
82,32,"pain",1.85,0,0,0.603
83,32,"pain",13.69,0,0,0.3662
84,32,"pain",17.9366666666667,0,0,0.281266666666666
85,32,"pain",0.0566666666666667,2,1,0.638866666666667
86,32,"pain",9.08666666666667,0,0,0.458266666666667
87,32,"pain",8.21666666666667,0,0,0.475666666666667
88,32,"pain",0.08,0,0,0.6384
89,32,"pain",0.0933333333333333,0,0,0.638133333333333
90,32,"pain",22.95,0,0,0.181
91,32,"pain",14.06,2,1,0.3588
92,32,"pain",7.01333333333333,0,0,0.499733333333333
93,32,"pain",10.2266666666667,0,0,0.435466666666666
94,32,"pain",9.21,0,0,0.4558
95,32,"pain",25.2733333333333,0,0,0.134533333333334
96,32,"pain",1.96,2,1,0.6008
97,32,"pain",2.62666666666667,0,0,0.587466666666667
98,32,"pain",0.83,0,0,0.6234
99,32,"pain",0.37,0,0,0.6326
100,32,"pain",16.6766666666667,0,0,0.306466666666666
101,32,"pain",5.95333333333333,3,1,0.520933333333333
102,32,"pain",25.39,0,0,0.1322
103,32,"pain",2.59,2,1,0.5882
104,32,"pain",26.8466666666667,0,0,0.103066666666666
105,32,"pain",15.26,0,0,0.3348
106,32,"pain",18.9266666666667,0,0,0.261466666666666
107,32,"pain",4.74333333333333,0,0,0.545133333333333
108,32,"pain",22.43,0,0,0.1914
109,32,"pain",23.9333333333333,0,0,0.161333333333334
110,32,"pain",18.0766666666667,0,0,0.278466666666666
111,32,"pain",21.6733333333333,0,0,0.206533333333334
112,32,"pain",16.94,0,0,0.3012
113,32,"pain",25.9533333333333,0,0,0.120933333333334
114,32,"pain",8.47,0,0,0.4706
115,32,"pain",15.99,3,1,0.3202
116,32,"pain",13.4833333333333,0,0,0.370333333333334
117,32,"pain",1.90666666666667,0,0,0.601866666666667
118,32,"pain",23.1233333333333,0,0,0.177533333333334
119,32,"pain",-0.01,0,0,0.6402
120,32,"pain",19.7066666666667,0,0,0.245866666666666
121,32,"pain",18.1733333333333,0,0,0.276533333333334
122,32,"pain",23.2133333333333,0,0,0.175733333333334
123,32,"pain",19.7666666666667,0,0,0.244666666666666
124,32,"pain",2.62666666666667,0,0,0.587466666666667
125,32,"pain",0.103333333333333,0,0,0.637933333333333
126,32,"pain",0.0166666666666667,0,0,0.639666666666667
127,32,"pain",10.49,0,0,0.4302
128,32,"pain",15.1933333333333,0,0,0.336133333333334
129,32,"pain",1.98333333333333,2,1,0.600333333333333
130,32,"pain",20.4233333333333,0,0,0.231533333333334
131,32,"pain",18.2166666666667,0,0,0.275666666666666
132,32,"pain",6.12666666666667,3,1,0.517466666666667
133,32,"pain",19.5566666666667,1,1,0.248866666666666
134,32,"pain",18.7266666666667,0,0,0.265466666666666
135,32,"pain",22.24,0,0,0.1952
136,32,"pain",10.9333333333333,0,0,0.421333333333334
137,32,"pain",11.4666666666667,0,0,0.410666666666666
138,32,"pain",0.00333333333333334,0,0,0.639933333333333
139,32,"pain",24.1633333333333,0,0,0.156733333333334
140,32,"pain",16.6966666666667,3,1,0.306066666666666
141,32,"pain",0.08,0,0,0.6384
142,32,"pain",2.21,0,0,0.5958
143,32,"pain",-0.0366666666666667,0,0,0.640733333333333
144,32,"pain",17.59,0,0,0.2882
145,32,"pain",0.0466666666666667,0,0,0.639066666666667
146,32,"pain",10.6766666666667,3,1,0.426466666666666
147,32,"pain",4.24666666666667,0,0,0.555066666666667
148,32,"pain",23.48,0,0,0.1704
149,32,"pain",24.2666666666667,0,0,0.154666666666666
150,32,"pain",20.7566666666667,0,0,0.224866666666666
151,32,"pain",3.57666666666667,2,1,0.568466666666667
152,32,"pain",13.5766666666667,1,1,0.368466666666666
153,32,"pain",23.23,0,0,0.1754
154,32,"pain",16.2,0,0,0.316
155,32,"pain",24.1233333333333,0,0,0.157533333333334
156,32,"pain",23.7433333333333,0,0,0.165133333333334
157,32,"pain",19.9033333333333,0,0,0.241933333333334
158,32,"pain",27.6266666666667,0,0,0.087466666666666
159,32,"pain",26.0766666666667,1,1,0.118466666666666
160,32,"pain",0.09,0,0,0.6382
161,32,"pain",23.9633333333333,0,0,0.160733333333334
162,32,"pain",11.7333333333333,0,0,0.405333333333334
163,32,"pain",0.0433333333333333,0,0,0.639133333333333
164,32,"pain",0.0933333333333333,0,0,0.638133333333333
165,32,"pain",25.9766666666667,0,0,0.120466666666666
166,32,"pain",21.3933333333333,0,0,0.212133333333334
167,32,"pain",21.8433333333333,0,0,0.203133333333334
168,32,"pain",13.9233333333333,0,0,0.361533333333334
169,32,"pain",0.0566666666666667,0,0,0.638866666666667
170,32,"pain",17.7366666666667,0,0,0.285266666666666
171,32,"pain",7.58333333333333,0,0,0.488333333333333
172,32,"pain",5.90666666666667,0,0,0.521866666666667
173,32,"pain",0.08,0,0,0.6384
174,32,"pain",0.02,0,0,0.6396
175,32,"pain",13.8466666666667,0,0,0.363066666666666
176,32,"pain",0.0233333333333333,0,0,0.639533333333333
177,32,"pain",0.0733333333333333,0,0,0.638533333333333
178,32,"pain",20.87,0,0,0.2226
179,32,"pain",0.786666666666667,0,0,0.624266666666667
180,32,"pain",1.40333333333333,0,0,0.611933333333333
181,32,"pain",23.08,0,0,0.1784
182,32,"pain",11.47,0,0,0.4106
183,32,"pain",0.08,0,0,0.6384
184,32,"pain",0.153333333333333,0,0,0.636933333333333
185,32,"pain",0.05,0,0,0.639
186,32,"pain",6.45666666666667,0,0,0.510866666666667
187,32,"pain",0,0,0,0.64
188,32,"pain",1.27666666666667,0,0,0.614466666666667
189,32,"pain",5.82666666666667,0,0,0.523466666666667
190,32,"pain",5.36666666666667,0,0,0.532666666666667
191,32,"pain",1.99333333333333,0,0,0.600133333333333
192,32,"pain",11.7766666666667,0,0,0.404466666666666
193,32,"pain",1.59666666666667,2,1,0.608066666666667
194,32,"pain",4.30666666666667,0,0,0.553866666666667
195,32,"pain",9.21333333333333,0,0,0.455733333333333
196,32,"pain",0.0233333333333333,0,0,0.639533333333333
197,32,"pain",2.17,0,0,0.5966
198,32,"pain",13.8833333333333,0,0,0.362333333333334
199,32,"pain",11.6833333333333,0,0,0.406333333333334
200,32,"pain",19.3366666666667,2,1,0.253266666666666
201,32,"pain",1.65,0,0,0.607
202,32,"pain",18.3933333333333,0,0,0.272133333333334
203,32,"pain",18.6833333333333,0,0,0.266333333333334
204,32,"pain",18.32,0,0,0.2736
205,32,"pain",25.7,0,0,0.126
206,32,"pain",7.37,3,1,0.4926
207,32,"pain",19.0366666666667,0,0,0.259266666666666
208,32,"pain",3.21333333333333,1,1,0.575733333333333
1,38,"pain",0.0233333333333333,0,0,0.759533333333333
2,38,"pain",17.4866666666667,0,0,0.410266666666666
3,38,"pain",3.70333333333333,0,0,0.685933333333333
4,38,"pain",4.27,0,0,0.6746
5,38,"pain",9.19,0,0,0.5762
6,38,"pain",7.50333333333333,0,0,0.609933333333333
7,38,"pain",0.15,0,0,0.757
8,38,"pain",0.183333333333333,0,0,0.756333333333333
9,38,"pain",25.12,2,1,0.2576
10,38,"pain",23.9866666666667,1,1,0.280266666666666
11,38,"pain",24.1266666666667,0,0,0.277466666666666
12,38,"pain",22.3733333333333,0,0,0.312533333333334
13,38,"pain",28.0833333333333,0,0,0.198333333333334
14,38,"pain",25.37,0,0,0.2526
15,38,"pain",23.9233333333333,1,1,0.281533333333334
16,38,"pain",21.5766666666667,0,0,0.328466666666666
17,38,"pain",1.08666666666667,0,0,0.738266666666667
18,38,"pain",3.35666666666667,0,0,0.692866666666667
19,38,"pain",19.7666666666667,0,0,0.364666666666666
20,38,"pain",2.74333333333333,0,0,0.705133333333333
21,38,"pain",5.06333333333333,0,0,0.658733333333333
22,38,"pain",24.3233333333333,0,0,0.273533333333334
23,38,"pain",3.55,0,0,0.689
24,38,"pain",23.85,0,0,0.283
25,38,"pain",14.7733333333333,1,1,0.464533333333334
26,38,"pain",21.1066666666667,2,1,0.337866666666666
27,38,"pain",26.8166666666667,0,0,0.223666666666666
28,38,"pain",10.94,0,0,0.5412
29,38,"pain",6.03666666666667,0,0,0.639266666666667
30,38,"pain",27.0866666666667,0,0,0.218266666666666
31,38,"pain",22.83,0,0,0.3034
32,38,"pain",11.32,0,0,0.5336
33,38,"pain",8.52333333333333,0,0,0.589533333333333
34,38,"pain",22.8733333333333,0,0,0.302533333333334
35,38,"pain",15.34,0,0,0.4532
36,38,"pain",24.81,0,0,0.2638
37,38,"pain",0.0766666666666667,1,1,0.758466666666667
38,38,"pain",12.72,0,0,0.5056
39,38,"pain",23.2533333333333,0,0,0.294933333333334
40,38,"pain",10.1133333333333,0,0,0.557733333333334
41,38,"pain",6.80333333333333,0,0,0.623933333333333
42,38,"pain",12.2733333333333,0,0,0.514533333333334
43,38,"pain",7.71333333333333,0,0,0.605733333333333
44,38,"pain",6.17,0,0,0.6366
45,38,"pain",23.3633333333333,0,0,0.292733333333334
46,38,"pain",14.4366666666667,0,0,0.471266666666666
47,38,"pain",0.12,0,0,0.7576
48,38,"pain",0.02,0,0,0.7596
49,38,"pain",17.37,0,0,0.4126
50,38,"pain",0.04,0,0,0.7592
51,38,"pain",0.0466666666666667,0,0,0.759066666666667
52,38,"pain",24.5833333333333,0,0,0.268333333333334
53,38,"pain",15.5566666666667,0,0,0.448866666666666
54,38,"pain",19.64,0,0,0.3672
55,38,"pain",11.1066666666667,1,1,0.537866666666666
56,38,"pain",24.4733333333333,0,0,0.270533333333334
57,38,"pain",2.01,0,0,0.7198
58,38,"pain",24.3333333333333,0,0,0.273333333333334
59,38,"pain",13.8433333333333,0,0,0.483133333333334
60,38,"pain",0.0833333333333333,0,0,0.758333333333333
61,38,"pain",12.99,0,0,0.5002
62,38,"pain",5.13333333333333,0,0,0.657333333333333
63,38,"pain",0.06,0,0,0.7588
64,38,"pain",0.0566666666666667,0,0,0.758866666666667
65,38,"pain",21.0233333333333,0,0,0.339533333333334
66,38,"pain",26.7366666666667,0,0,0.225266666666666
67,38,"pain",23.5133333333333,2,1,0.289733333333334
68,38,"pain",15.21,0,0,0.4558
69,38,"pain",10.1066666666667,1,1,0.557866666666666
70,38,"pain",5.97,0,0,0.6406
71,38,"pain",25.79,0,0,0.2442
72,38,"pain",16.62,0,0,0.4276
73,38,"pain",20.8,0,0,0.344
74,38,"pain",26.2633333333333,0,0,0.234733333333334
75,38,"pain",13.0766666666667,0,0,0.498466666666666
76,38,"pain",5.18,1,1,0.6564
77,38,"pain",0.53,0,0,0.7494
78,38,"pain",22.48,0,0,0.3104
79,38,"pain",15.7533333333333,0,0,0.444933333333334
80,38,"pain",23.5533333333333,0,0,0.288933333333334
81,38,"pain",22.8733333333333,0,0,0.302533333333334
82,38,"pain",11.0733333333333,0,0,0.538533333333334
83,38,"pain",16.2333333333333,0,0,0.435333333333334
84,38,"pain",24.56,0,0,0.2688
85,38,"pain",0.0766666666666667,0,0,0.758466666666667
86,38,"pain",8.33666666666667,0,0,0.593266666666667
87,38,"pain",23.7166666666667,0,0,0.285666666666666
88,38,"pain",0.55,0,0,0.749
89,38,"pain",0.0166666666666667,0,0,0.759666666666667
90,38,"pain",24.01,0,0,0.2798
91,38,"pain",19.4366666666667,0,0,0.371266666666666
92,38,"pain",0.813333333333333,0,0,0.743733333333333
93,38,"pain",12.7233333333333,0,0,0.505533333333334
94,38,"pain",2.07666666666667,0,0,0.718466666666667
95,38,"pain",26.62,0,0,0.2276
96,38,"pain",14.0166666666667,0,0,0.479666666666666
97,38,"pain",1.84333333333333,0,0,0.723133333333334
98,38,"pain",0.79,0,0,0.7442
99,38,"pain",1.27666666666667,0,0,0.734466666666667
100,38,"pain",18.4766666666667,0,0,0.390466666666666
101,38,"pain",15.82,3,1,0.4436
102,38,"pain",28.2233333333333,0,0,0.195533333333334
103,38,"pain",0.593333333333333,0,0,0.748133333333333
104,38,"pain",25.96,0,0,0.2408
105,38,"pain",23.1466666666667,0,0,0.297066666666666
106,38,"pain",15.6866666666667,0,0,0.446266666666666
107,38,"pain",5.73,0,0,0.6454
108,38,"pain",23.9666666666667,0,0,0.280666666666666
109,38,"pain",27.9966666666667,0,0,0.200066666666666
110,38,"pain",22.1633333333333,0,0,0.316733333333334
111,38,"pain",26.08,0,0,0.2384
112,38,"pain",11.3366666666667,0,0,0.533266666666666
113,38,"pain",27.2566666666667,0,0,0.214866666666666
114,38,"pain",22.7033333333333,0,0,0.305933333333334
115,38,"pain",18.2766666666667,0,0,0.394466666666666
116,38,"pain",15.4666666666667,0,0,0.450666666666666
117,38,"pain",4.81,0,0,0.6638
118,38,"pain",20.5766666666667,0,0,0.348466666666666
119,38,"pain",-0.00333333333333334,0,0,0.760066666666667
120,38,"pain",22.57,0,0,0.3086
121,38,"pain",16.0633333333333,1,1,0.438733333333334
122,38,"pain",25.5133333333333,0,0,0.249733333333334
123,38,"pain",20.09,0,0,0.3582
124,38,"pain",5.71,0,0,0.6458
125,38,"pain",0,0,0,0.76
126,38,"pain",-0.00666666666666667,0,0,0.760133333333333
127,38,"pain",17.73,3,1,0.4054
128,38,"pain",8.06,0,0,0.5988
129,38,"pain",7.28666666666667,0,0,0.614266666666667
130,38,"pain",23.6833333333333,1,1,0.286333333333334
131,38,"pain",24.3933333333333,0,0,0.272133333333334
132,38,"pain",29.1833333333333,0,0,0.176333333333334
133,38,"pain",24.17,1,1,0.2766
134,38,"pain",19.6533333333333,1,1,0.366933333333334
135,38,"pain",26.83,0,0,0.2234
136,38,"pain",1.95666666666667,0,0,0.720866666666667
137,38,"pain",11.22,0,0,0.5356
138,38,"pain",0.0633333333333333,0,0,0.758733333333333
139,38,"pain",24.6966666666667,0,0,0.266066666666666
140,38,"pain",5.29666666666667,0,0,0.654066666666667
141,38,"pain",0.0433333333333333,0,0,0.759133333333333
142,38,"pain",2.56333333333333,3,1,0.708733333333333
143,38,"pain",0.00333333333333334,0,0,0.759933333333333
144,38,"pain",22.6766666666667,0,0,0.306466666666666
145,38,"pain",0.0533333333333333,0,0,0.758933333333333
146,38,"pain",4.84,0,0,0.6632
147,38,"pain",1.00666666666667,0,0,0.739866666666667
148,38,"pain",24.2566666666667,0,0,0.274866666666666
149,38,"pain",24.1433333333333,0,0,0.277133333333334
150,38,"pain",24.1633333333333,0,0,0.276733333333334
151,38,"pain",7.57,2,1,0.6086
152,38,"pain",16.4066666666667,0,0,0.431866666666666
153,38,"pain",25.2933333333333,0,0,0.254133333333334
154,38,"pain",23.55,0,0,0.289
155,38,"pain",25.4266666666667,0,0,0.251466666666666
156,38,"pain",25.5,0,0,0.25
157,38,"pain",14.1633333333333,0,0,0.476733333333334
158,38,"pain",25.5466666666667,0,0,0.249066666666666
159,38,"pain",26.9233333333333,1,1,0.221533333333334
160,38,"pain",0.116666666666667,0,0,0.757666666666667
161,38,"pain",24.9566666666667,0,0,0.260866666666666
162,38,"pain",9.14,0,0,0.5772
163,38,"pain",-0.00666666666666667,1,1,0.760133333333333
164,38,"pain",3.9,0,0,0.682
165,38,"pain",26.39,0,0,0.2322
166,38,"pain",20.9033333333333,0,0,0.341933333333334
167,38,"pain",24.9033333333333,1,1,0.261933333333334
168,38,"pain",20.65,0,0,0.347
169,38,"pain",2.14666666666667,0,0,0.717066666666667
170,38,"pain",19.38,0,0,0.3724
171,38,"pain",10.98,0,0,0.5404
172,38,"pain",10.0666666666667,0,0,0.558666666666666
173,38,"pain",0.906666666666667,0,0,0.741866666666667
174,38,"pain",0.113333333333333,0,0,0.757733333333333
175,38,"pain",10.49,0,0,0.5502
176,38,"pain",3.03333333333333,1,1,0.699333333333333
177,38,"pain",0.09,0,0,0.7582
178,38,"pain",21.3533333333333,1,1,0.332933333333334
179,38,"pain",13.1633333333333,0,0,0.496733333333334
180,38,"pain",4.83333333333333,0,0,0.663333333333333
181,38,"pain",25.0666666666667,0,0,0.258666666666666
182,38,"pain",17.5333333333333,0,0,0.409333333333334
183,38,"pain",0.86,0,0,0.7428
184,38,"pain",0.116666666666667,0,0,0.757666666666667
185,38,"pain",-0.0266666666666667,1,1,0.760533333333333
186,38,"pain",4.13333333333333,0,0,0.677333333333333
187,38,"pain",0.0266666666666667,0,0,0.759466666666667
188,38,"pain",5.80333333333333,0,0,0.643933333333333
189,38,"pain",14.4633333333333,0,0,0.470733333333334
190,38,"pain",5.59333333333333,0,0,0.648133333333333
191,38,"pain",10.3333333333333,0,0,0.553333333333334
192,38,"pain",18.2333333333333,0,0,0.395333333333334
193,38,"pain",3.40666666666667,0,0,0.691866666666667
194,38,"pain",13.8833333333333,0,0,0.482333333333334
195,38,"pain",15.3266666666667,0,0,0.453466666666666
196,38,"pain",0.08,0,0,0.7584
197,38,"pain",5.42,0,0,0.6516
198,38,"pain",13.08,0,0,0.4984
199,38,"pain",19.9366666666667,0,0,0.361266666666666
200,38,"pain",26.75,0,0,0.225
201,38,"pain",9.16333333333333,0,0,0.576733333333333
202,38,"pain",23.4066666666667,0,0,0.291866666666666
203,38,"pain",25.0266666666667,0,0,0.259466666666666
204,38,"pain",19.96,0,0,0.3608
205,38,"pain",28.1433333333333,0,0,0.197133333333334
206,38,"pain",0.0366666666666667,2,1,0.759266666666667
207,38,"pain",20.4666666666667,0,0,0.350666666666666
208,38,"pain",4.15666666666667,0,0,0.676866666666667
1,44,"pain",20.4133333333333,0,0,0.471733333333334
2,44,"pain",23.98,0,0,0.4004
3,44,"pain",6.28666666666667,0,0,0.754266666666667
4,44,"pain",20.49,0,0,0.4702
5,44,"pain",13.25,0,0,0.615
6,44,"pain",6.43333333333333,0,0,0.751333333333333
7,44,"pain",0.133333333333333,0,0,0.877333333333333
8,44,"pain",0.116666666666667,0,0,0.877666666666667
9,44,"pain",25.2466666666667,0,0,0.375066666666666
10,44,"pain",25.3433333333333,2,1,0.373133333333334
11,44,"pain",23.4066666666667,1,1,0.411866666666666
12,44,"pain",23.9066666666667,3,1,0.401866666666666
13,44,"pain",27.83,0,0,0.3234
14,44,"pain",28.37,0,0,0.3126
15,44,"pain",20.9333333333333,1,1,0.461333333333334
16,44,"pain",11.4233333333333,0,0,0.651533333333334
17,44,"pain",1.33666666666667,0,0,0.853266666666667
18,44,"pain",0.686666666666667,0,0,0.866266666666667
19,44,"pain",20.9266666666667,0,0,0.461466666666666
20,44,"pain",2.65333333333333,0,0,0.826933333333333
21,44,"pain",3.37333333333333,0,0,0.812533333333333
22,44,"pain",22.9866666666667,0,0,0.420266666666666
23,44,"pain",3.72666666666667,0,0,0.805466666666667
24,44,"pain",25.1666666666667,0,0,0.376666666666666
25,44,"pain",8.64666666666667,0,0,0.707066666666667
26,44,"pain",27.7466666666667,3,1,0.325066666666666
27,44,"pain",28.1333333333333,0,0,0.317333333333334
28,44,"pain",14.4633333333333,0,0,0.590733333333334
29,44,"pain",7.62333333333333,0,0,0.727533333333333
30,44,"pain",26.56,0,0,0.3488
31,44,"pain",22.8533333333333,0,0,0.422933333333334
32,44,"pain",13.3533333333333,0,0,0.612933333333334
33,44,"pain",2.89,0,0,0.8222
34,44,"pain",25.99,0,0,0.3602
35,44,"pain",23.39,0,0,0.4122
36,44,"pain",28.0166666666667,0,0,0.319666666666666
37,44,"pain",0.09,0,0,0.8782
38,44,"pain",8.44,0,0,0.7112
39,44,"pain",26.1633333333333,0,0,0.356733333333334
40,44,"pain",8.43666666666667,0,0,0.711266666666667
41,44,"pain",6.45,0,0,0.751
42,44,"pain",9.39666666666667,0,0,0.692066666666667
43,44,"pain",9.44,0,0,0.6912
44,44,"pain",7.12,0,0,0.7376
